id,depth,cited_opinion_id,citing_opinion_id
312650767,1,11264537,11297298
312650768,1,4714180,11297298
312650769,1,2639643,11297298
312650770,2,9880109,11297298
312650813,3,9424363,11297302
312650814,8,1434305,11297302
312650815,9,11264648,11297302
312649597,3,2218078,11297165
312649598,6,1867276,11297165
312649599,4,6344123,11297165
312649600,3,1690773,11297165
312649601,3,9823588,11297165
312649602,2,2125223,11297165
312649603,3,9654497,11297165
312649604,3,2227908,11297165
312649605,3,9669010,11297165
312649606,3,9739944,11297165
312649607,3,1346323,11297165
312650531,1,1059230,11297281
312649608,2,8203435,11297176
312649609,4,2205399,11297176
312649610,3,9853804,11297176
312649611,3,2152692,11297176
312649612,2,1249709,11297176
312649613,2,9709970,11297176
312649614,2,1250971,11297176
312649615,3,8205033,11297176
312649616,2,1844418,11297176
312649617,3,1305107,11297176
312649618,3,9690314,11297176
312649619,2,1586520,11297176
312649620,2,1290439,11297176
312649621,2,9691095,11297176
312649622,1,10576355,11297176
312649623,3,1291934,11297176
312649624,2,9432952,11297176
312649625,2,1692447,11297176
312649661,2,9580949,11297172
312650753,2,11264932,11297295
312649668,2,4355579,11297173
312649669,8,1943110,11297173
312649670,4,9800559,11297173
312649671,3,2087679,11297173
312649672,1,1659860,11297173
312649673,3,1872170,11297173
312649674,6,9674044,11297173
312649675,2,1237754,11297173
312649676,2,9517560,11297173
312649677,4,1877286,11297173
312649678,2,1585481,11297173
312649679,2,1711332,11297173
312649680,2,1603679,11297173
312649681,2,1927446,11297173
312649682,1,9950990,11297173
312649683,3,9431737,11297173
312649684,1,112657,11297173
312649685,3,8204454,11297173
312649686,2,7360826,11297173
312649687,3,8414912,11297173
312649688,1,2709209,11297173
312649689,2,1209884,11297173
312649690,1,9488513,11297173
312649691,1,9948362,11297173
312649692,1,9888773,11297173
312649693,1,373472,11297173
312649694,4,9960514,11297173
312649970,1,4965171,11297216
312649971,1,4966414,11297216
312649972,1,2345650,11297216
312649973,1,9634754,11297216
312650623,2,1058322,11297290
312649698,3,4010106,11297177
312649699,5,8200805,11297177
312649700,6,8202000,11297177
312649701,2,8190205,11297177
312649702,3,8203449,11297177
312649703,3,9738190,11297177
312649704,2,8200597,11297177
312649705,2,1237754,11297177
312649710,3,1198745,11297178
312649711,1,797147,11297178
312649712,2,9366624,11297178
312649713,1,2706,11297178
312649714,1,796231,11297178
312649715,2,796017,11297178
312649716,2,781977,11297178
312649717,1,9627274,11297178
312649718,1,1288829,11297178
312649719,2,2610,11297178
312649720,1,4551484,11297178
312649948,2,9432890,11297195
312649949,1,1106441,11297195
312649721,1,4540006,11297180
312649722,5,9561968,11297180
312649723,10,797916,11297180
312649724,1,9435287,11297180
312649725,1,9841117,11297180
312649726,1,9485610,11297180
312649727,2,8412920,11297180
312649728,4,10790733,11297181
312649729,1,9430607,11297181
312649730,1,9430403,11297181
312649731,1,473122,11297181
312649732,1,2682270,11297181
312649733,1,72625,11297181
312649734,4,9426610,11297181
312649735,1,9527063,11297181
312649736,3,4561662,11297181
312649737,6,8992703,11297181
312649738,6,520690,11297181
312649739,1,8901456,11297181
312649740,1,10805780,11297181
312649741,1,4405596,11297181
312649742,1,610634,11297181
312649743,1,783612,11297181
312649744,1,785607,11297181
312649745,1,771827,11297181
312650486,1,1921994,11297273
312650487,1,2392408,11297273
312650488,1,2049776,11297273
312650489,2,9736652,11297273
312650490,1,2197976,11297273
312650491,1,1461887,11297273
312650492,4,3006871,11297273
312650493,1,1924580,11297273
312650494,1,2308645,11297273
312650495,3,2379496,11297273
312650496,1,1972215,11297273
312650497,4,1968607,11297273
312650498,5,2334726,11297273
312650499,5,4407830,11297273
312650500,2,2391836,11297273
312650501,5,1490563,11297273
312650502,1,2370239,11297273
312650503,1,2071298,11297273
312650504,1,1424871,11297273
312650505,1,1905030,11297273
312650506,5,1890645,11297273
312650507,2,9869982,11297273
312650508,1,2323055,11297273
312650509,1,4967769,11297273
312650510,2,2816577,11297273
312650511,1,2320030,11297273
312650512,1,2360315,11297273
312650513,1,2181236,11297273
312649754,1,10033660,11297182
312649755,2,85417,11297182
312649756,1,2657927,11297182
312649757,1,186605,11297182
312649758,1,722370,11297182
312649759,1,112578,11297182
312649760,1,2478220,11297182
312650746,2,11264579,11297296
312650747,2,4714735,11297296
312650748,2,9919224,11297296
312650749,3,10763724,11297296
312650750,8,10763725,11297296
312650751,1,11264674,11297296
312650752,2,11264578,11297296
312649761,1,9878846,11297185
312649762,3,1266432,11297185
312649763,1,10593561,11297185
312649764,1,9947731,11297185
312649765,1,8410870,11297185
312649766,1,2814606,11297185
312649767,1,4036602,11297185
312649768,1,4303824,11297185
312649769,2,4090002,11297185
312649770,1,4211905,11297185
312649771,2,186743,11297183
