id,depth,cited_opinion_id,citing_opinion_id
312650819,3,9614116,11297302
312650820,1,4714402,11297302
312650821,1,2631962,11297302
312650822,4,4759170,11297302
312650823,1,4297069,11297302
312650824,1,4662234,11297302
312650825,2,1275140,11297302
312650826,2,4746308,11297302
312650827,2,1369892,11297302
312650972,4,9422583,11297305
312650973,1,9886953,11297305
312650974,2,6536125,11297305
312650975,2,9837591,11297305
312650976,3,4714872,11297305
312650977,2,4710797,11297305
312650978,2,2460107,11297305
312650979,4,4715846,11297305
312650980,7,9961288,11297305
312650981,1,11264537,11297305
312650982,1,4714570,11297305
312650983,1,2628639,11297305
312650984,1,4713059,11297305
312650985,1,2508072,11297305
312650986,1,4714383,11297305
312650987,1,2538890,11297305
312650988,2,4711967,11297305
312650989,1,2631198,11297305
312650990,2,4713037,11297305
312650991,1,2508188,11297305
312650992,1,772405,11297305
312650993,2,4313907,11297305
312650994,3,4761336,11297305
312650995,1,4714029,11297305
312650996,1,2514305,11297305
312650997,2,9880160,11297305
312650998,1,4711467,11297305
312650883,2,1360803,11297297
312650884,1,9964754,11297297
312650885,2,4710745,11297297
312650886,1,6534660,11297297
312650887,2,4714799,11297297
312650891,4,9422583,11297306
312650892,1,9886953,11297306
312650893,2,9553136,11297306
312650894,4,105912,11297306
312650895,1,4711467,11297306
312650896,3,9426498,11297306
312650897,1,4712492,11297306
312650898,1,2639479,11297306
312650899,2,794295,11297306
312650900,2,4715846,11297306
312650901,1,9494850,11297306
312650902,3,9433120,11297306
312650903,3,9430189,11297306
312650904,3,9485187,11297306
312650905,2,1360803,11297306
312650906,2,4714722,11297306
312650919,3,9781691,11297303
312650920,1,4748973,11297303
312650921,1,2633474,11297303
312650922,2,1234420,11297303
312650923,4,4713408,11297303
312650924,2,4711260,11297303
312650925,2,4714776,11297303
312650926,2,1232128,11297303
312650927,1,10823896,11297303
312650928,2,4710725,11297303
312650929,2,2612207,11297303
312650930,1,4758787,11297303
312650931,1,2344196,11297303
312650932,4,9835082,11297303
312650933,4,3132921,11297303
312650934,4,10012778,11297303
312650935,2,4714288,11297303
312650936,1,2637469,11297303
312650937,3,4312147,11297303
312650938,2,4713988,11297303
312650939,1,2514858,11297303
312650940,2,6533679,11297303
312650941,1,4714458,11297303
312650942,1,2266225,11297303
312651019,1,2631143,11297300
312651020,3,4712885,11297300
312651021,1,2629208,11297300
312651022,1,4766095,11297300
312651023,4,9609436,11297300
312651024,4,1403469,11297300
312651025,1,4433342,11297300
312651026,1,6912795,11297300
312651027,1,1225842,11297300
312651028,5,4714315,11297300
312651029,1,2600048,11297300
312651030,5,4494080,11297300
312651031,2,4714023,11297300
312651032,1,2636560,11297300
312651069,4,9429592,11297301
312651070,3,9961288,11297301
312651071,3,9822767,11297301
312651072,2,4714722,11297301
187390684,1,1534785,4342547
187390685,1,1384755,4342547
187390686,1,107423,4342547
187392437,1,1622023,4342552
187392438,1,2099728,4342552
187392439,2,2452881,4342552
187392440,3,1767058,4342552
187392441,2,2428078,4342552
187392442,3,1872663,4342552
187392443,3,2187417,4342552
187392444,2,2448538,4342552
187392445,4,1588890,4342552
187392446,1,2280478,4342552
187392447,2,111779,4342552
187392448,1,2449957,4342552
187392449,1,1354311,4342552
187392450,4,1426733,4342552
187392451,5,108974,4342552
187392452,3,2334003,4342552
187392453,1,786484,4342552
187392454,5,111798,4342552
187392455,2,2102839,4342552
187392456,1,1767737,4342552
187392457,6,110138,4342552
187392458,2,1989956,4342552
187392459,2,2280007,4342552
187392460,2,2280145,4342552
187392461,2,2450083,4342552
187392462,3,2101973,4342552
187392463,1,2382040,4342552
187392464,1,2103770,4342552
187392465,1,1507558,4342552
187392466,1,2363033,4342552
187392467,3,2449770,4342552
187392468,1,1990126,4342552
187392469,7,2541167,4342552
187392470,1,1383024,4342552
187392471,2,107252,4342552
187392472,4,1441272,4342552
187392473,1,2539801,4342552
187392474,1,2274174,4342552
187392540,1,1384203,4342554
187392541,1,1534785,4342554
187392542,1,1384755,4342554
187392543,1,107423,4342554
187392578,1,1534785,4342556
187392579,2,1384755,4342556
187392580,1,1633997,4342556
187392581,1,107423,4342556
